Word,label
زتون,Topping_Exclude
فيني,X
ارجع,X
شوف,X
المنيو,X
مرة,X
اخرى,X
ليش,X
كل,X
هذا,X
التاخير,X
اقدر,X
اشوف,X
الكارت,X
بتاعي,X
ممكن,X
اعرف,X
باقي,X
وقت,X
قد,X
ايه,X
على,X
الاوردر,X
اعرضلي,X
قائمة,X
تغيير,X
البيانات,X
بدي,X
3,itemnumber
اطباق,ItemName
مكرونة,ItemName
اذا,X
بتريد,X
يا,X
ليت,X
تحدثني,X
بالعربية,Language
هيوصلي,X
امتى,X
الطلبات,X
فيني,X
حدد,X
عنوان,X
بيتي,X
عايز,X
منيو,X
الاطباق,MenuName
الجانبية,MenuName
كان,X
بدي,X
اسأل,X
عن,X
شي,X
الاوردر,X
اتأخر,X
فيني,X
راجع,X
الأوردر,X
من,X
فضلك,X
بدي,X
ضيف,X
وجبة,ItemName
ليتل,ItemName
تيستي,ItemName
عايز,X
اعرف,X
الاكل,X
بياخد,X
وقت,X
اد,X
ايه,X
3,itemnumber
فول,ItemName
صغير,ItemSize
و,X
2,X
فول,X
كبير,X
ابا,X
شوف,X
الكارت,X
حقي,X
بلكي,X
اتحدث,X
مع,X
ممثل,X
خدمة,X
عملاء,X
راح,X
اطلب,X
2,itemnumber
فرخة,ItemName
مشوية,ItemName
ابى,X
اغير,X
رقم,X
تليفوني,X
خليني,X
شوف,X
الاكل,X
يلي,X
موجود,X
ابي,X
الغي,X
عنوان,X
السكن,X
تبعي,X
بعد,X
اذنك,X
عايزهم,X
حجم,X
كبير,ItemSize
سويلي,X
2,itemnumber
طبق,X
باستا,ItemName
لو,X
سمحت,X
انا,X
بدي,X
غير,X
اللغة,X
غير,X
لى,X
رقم,X
جوالى,X
للرقم,X
2051485693,phone
ابغى,X
نتكلم,X
مع,X
بنى,X
ادم,X
ابغى,X
امسح,X
عنوان,X
البيت,X
حقي,X
بدي,X
امسح,X
محل,X
الاقامة,X
اذا,X
بتريد,X
حابب,X
استفسر,X
عن,X
حاجة,X
فيني,X
استرجع,X
الطلبات,X
القديمة,X
فيك,X
توصلني,X
بحدا,X
من,X
خدمة,X
العملا,X
بليز,X
كده,X
الحساب,X
كام,X
من,X
فضلك,X
عاوز,X
اشوف,X
الطلبات,X
المعتادة,X
كنت,X
عايز,X
اسأل,X
على,X
حاجة,X
الاوردر,X
فاضل,X
عليه,X
اد,X
ايه,X
اريد,X
ان,X
اطلع,X
على,X
قائمتي,X
المفضلة,X
عم,X
سجل,X
عنواني,X
بغيت,X
اتحدث,X
مع,X
بنادم,X
بدي,X
روح,X
عالقائمة,X
الرئيسية,X
اذا,X
بتريد,X
الشيك,X
حداي,X
بدي,X
يسويها,X
حجم,X
كبير,ItemSize
ابي,Include
الاختيار,X
الثالث,X
ليه,X
التاخير,X
دا,X
كله,X
مع,Include
الشيدر,Topping_Include
صوص,Topping_Include
بدي,X
سوي,X
update,X
للرقم,X
بليز,X
بديانى,X
استفسر,X
عن,X
شي,X
ممكن,X
ابدل,X
العنوان,X
عايز,X
اطباق,X
رئيسية,X
في,X
سبكترا,X
ابعتلي,X
الاوردرات,X
الي,X
طلبتها,X
قبل,X
كدا,X
بليز,X
ازا,X
فيك,X
تغيرلي,X
عنواني,X
المسجل,X
عندك,X
الغي,X
العنوان,X
الأكل,X
هيوصل,X
امتى,X
مرحبتين,X
بدي,X
3,itemnumber
ستيك,PredefinedMealName
هاوس,PredefinedMealName
برجر,PredefinedMealName
ضيفلي,X
الجراند,PredefinedMealName
تشيكن,PredefinedMealName
الاكل,X
لسة,X
ما,X
وصلش,X
بلكي,X
تفرجيني,X
منيو,X
المقبلات,X
في,X
اريجاتو,X
الشيخ,X
زايد,X
شلون,X
كل,X
ها,X
الوقت,X
على,X
خاطر,X
يوصل,X
الاوردر,X
ابي,X
تابع,X
الاوردر,X
من,X
فضلك,X
فيك,X
تغير,X
عنوان,X
البيت,X
تبعي,X
فيك,X
تحكي,X
انكليزي,Language
هاخد,X
باستا,ItemName
فراخ,ItemName
كرسبي,ItemName
مع,Include
جبنة,Topping_Include
سايحة,Topping_Include
بدي,X
اختار,X
رقم,X
اثنين,X
فرجيني,X
اوردري,X
المفضل,X
اعرضلي,X
الاوردر,X
من,X
الاول,X
لو,X
سمحت,X
بدي,X
ضيف,X
عنوان,X
الشغل,X
لتوصيل,X
الاوردر,X
صرت,X
اسكن,X
بغير,X
محل,X
ممكن,X
اشوف,X
القائمة,X
المفضلة,X
مش,X
عارفة,X
اعمل,X
اوردر,X
ازاي,X
عايزة,X
بيتزا,ItemName
خضروات,ItemName
منغير,Exclude
بصل,Topping_Exclude
وجبة,PredefinedMealName
فراخ,PredefinedMealName
مكسيكية,PredefinedMealName
كبيرة,ItemSize
عليها,Include
ليمون,Topping_Include
شو,X
موجود,X
بالبيتزا,MenuName
بدي,X
اشطب,X
هيدا,X
العنوان,X
و,X
بعد,X
كدا,X
ما,X
هي,X
الخطوة,X
التالية,X
شحال,X
الفاتورة,X
شو,X
الموجود,X
بالمنيو,X
تبعكوا,X
صباحو,X
فيني,X
انتقل,X
الي,X
قائمة,X
الوجبات,X
بماك,X
بليز,X
من,X
فضلك,X
اشوف,X
طلباتي,X
المسجلة,X
صرت,X
بدي,X
اذهب,X
للقائمة,X
الرئيسية,X
احذف,X
هيدا,X
العنوان,X
يا,X
ليت,X
تطلبلي,X
تشيكن,ItemName
زنجر,ItemName
راب,ItemName
بدي,X
غير,X
رقم,X
الهاتف,X
محتاجة,X
اسأل,X
على,X
حاجة,X
عايز,X
احدد,X
اللغة,X
الاسبانية,Language
بدون,Exclude
جبنة,Topping_Exclude
اطلبلي,X
وجبة,ItemName
الدويتو,ItemName
رايد,X
منك,X
تراجعلى,X
الاوردر,X
بليز,X
بدي,X
اسأل,X
سؤال,X
ارغب,X
فى,X
تعديل,X
رقم,X
الجوال,X
حقى,X
للرقم,X
20150145,phone
طلب,X
451515,OrderNumber
فاضله,X
اد,X
ايه,X
الافيك,X
عنواني,X
الجديد,X
بدي,X
غير,X
رقم,X
الموبايل,X
تبعي,X
اذا,X
بتريد,X
خليني,X
اعدل,X
العنوان,X
المسجل,X
عايز,X
بيبيروني,ItemName
بيتزا,MenuName
لارج,ItemSize
لك,X
شو,X
بدي,X
سوي,X
الحين,X
انا,X
عايزة,X
ادفع,X
لو,X
سمحت,X
عايزة,X
احول,X
اللغة,X
فيك,X
تعرضلي,X
طلبي,X
المفضل,X
اريد,X
ان,X
ارى,X
الطعام,X
المفضل,X
لدي,X
من,X
فضلك,X
بريد,X
اتحد,X
مع,X
شخص,X
يفهم,X
على,X
ايس,X
كريم,X
لو,X
في,X
مجال,X
تعدلي,X
رقمي,X
صغفف,X
بدي,X
غير,X
رقم,X
هاتفي,X
ابي,X
غير,X
عنوان,X
السكن,X
تبعي,X
راح,X
زودكن,X
بعنوان,X
منزلي,X
فيك,X
تحاكيني,X
باللغة,X
العربية,Language
بليز,X
من,X
فضلك,X
تغيرلي,X
الرقم,X
القديم,X
وتحطلي,X
الرقم,X
ده,X
05044444444,phone
هلأ,X
فيني,X
شوف,X
الاوردرات,X
السابقة,X
هدي,X
عنوان,X
البيت,X
قديش,X
الحساب,X
عاوز,X
اشوف,X
الطلبات,X
المسجلة,X
كنت,X
عايزة,X
اغير,X
العنوان,X
بتاعي,X
هبعتلك,X
رقمي,X
الجديد,X
عشان,X
تعمله,X
تحديث,X
احذف,X
هالعنوان,X
خدمة,X
عملاء,X
يعطيك,X
العافية,X
ارسلي,X
المنيو,X
احذفلي,X
النمره,X
دي,X
010000000,phone
فيني,X
استرجع,X
الاوردرات,X
القديمة,X
بليز,X
دوبل,X
انا,X
بدي,X
انتقل,X
للمرحلة,X
التالية,X
شو,X
عندكوا,X
ممكن,X
ألغي,X
عنواني,X
عطيني,X
الحساب,X
عايز,X
احذف,X
وجبة,ItemName
التوفير,ItemName
هاتابع,X
مع,X
حضرتك,X
الاوردر,X
أول,X
بأول,X
ممكن,X
تعطيني,X
المنيو,X
ابى,X
اتحدث,X
بالانقليزية,Language
محتاج,X
اشوف,X
أنواع,X
الاكل,X
فى,X
هارديز,X
الاسكندريه,X
عنواني,X
لجديد,X
بدى,X
تحويل,X
رقم,X
هاتفى,X
اللى,X
عندكو,X
للرقم,X
03948345,phone
ابي,X
اتواصل,X
مع,X
ممثل,X
خدمة,X
عملا,X
اذا,X
بدك,X
تجهزلي,X
الفاتورة,X
الفاتورة,X
اذا,X
بتريد,X
عايزة,X
اشوف,X
الطلبات,X
القديمة,X
هاتلي,X
2,itemnumber
سلطة,ItemName
خضرا,ItemName
ابا,X
غير,X
رقم,X
المحمول,X
ابي,X
3,itemnumber
صمونات,ItemName
دياي,ItemName
معها,Include
جوتي,X
و,X
بطاط,Topping_Include
حابب,X
اشوف,X
الطلبات,X
المسجلة,X
لو,X
سمحت,X
باقي,X
قد,X
ايه,X
وقت,X
تا,X
يوصل,X
الاوردر,X
هادخل,X
عنواني,X
الحين,X
ابعتلي,X
الطلبات,X
السابقة,X
اطلبلي,X
3,itemnumber
بيتزا,ItemName
تشيكن,ItemName
رانش,ItemName
وسط,ItemSize
شو,X
يلي,X
موجود,X
بالمنيو,X
ابعتلي,X
الطلبات,X
الي,X
طلبتها,X
بدي,X
غير,X
رقم,X
الموبايل,X
تبعي,X
عايز,X
اشوف,X
طلباتي,X
السابقة,X
ممكن,X
تحضرلي,X
2,itemnumber
بيتزا,ItemName
خضروات,ItemName
ابعتلي,X
الطلبات,X
المسجلة,X
من,X
فضلك,X
ابعتلي,X
الحساب,X
راح,X
غير,X
البيانات,X
حجي,X
حدثنى,X
عربى,Language
من,X
فضلك,X
يعطيك,X
العافية,X
ارسلي,X
قائمة,X
الاكل,X
ارغب,X
في,X
حذف,X
العنوان,X
اذا,X
بدك,X
تعرضلي,X
طلبي,X
المفضل,X
فيك,X
تعرض,X
طلبي,X
المفضل,X
العنوان,X
لا,X
الي,X
بدي,X
ضيفه,X
منيو,X
الوجبات,X
العائلية,X
في,X
ماكدونالدز,X
فيني,X
زودكوا,X
بعنوان,X
البيت,X
اريد,X
ان,X
اطلع,X
على,X
الكارت,X
فيك,X
ترسلي,X
قائمة,X
المنيو,X
شكو,X
ماكو,X
اعرض,X
لي,X
الاوردر,X
من,X
الاول,X
لو,X
سمحت,X
عايز,X
احاسب,X
لو,X
سمحت,X
عاوز,X
اضيف,X
رقمي,X
الجديد,X
امسحلي,X
الرقم,X
ممكن,X
اسجل,X
عنوان,X
البيت,X
عندكوا,X
فين,X
منيو,X
المقبلات,MenuName
ممكن,X
توريني,X
الاوردر,X
المفضل,X
بتاعي,X
تقدر,X
تنقلني,X
لحد,X
من,X
خدمة,X
العملاء,X
هاخد,X
2,itemnumber
سوبر,ItemName
سوبريم,ItemName
بيتزا,ItemName
و,X
زودلي,Include
زتون,Topping_Include
عايز,X
3,itemnumber
ساندوتشات,ItemName
بيف,ItemName
برجر,ItemName
باضافة,Include
شيدر,Topping_Include
صوص,Topping_Include
ترجملي,X
الكلام,X
بالعربي,Language
ممكن,X
الحساب,X
دلوقتي,X
بلغني,X
بالمنيو,X
لو,X
سمحت,X
زودني,X
بالقائمة,X
المفضلة,X
حجي,X
خليني,X
اتواصل,X
معك,X
بالعربية,Language
ممكن,X
احدث,X
عنواني,X
خلني,X
اشوف,X
الكارت,X
حقي,X
عايزة,X
اغير,X
رقم,X
الموبايل,X
بغيت,X
استفسر,X
عن,X
اشيا,X
عايزه,X
حجمه,X
متوسط,ItemSize
لو,X
سمحت,X
ابغى,X
اغير,X
عنوان,X
البيت,X
بخليه,X
عنوان,X
الدوام,X
عطيني,X
المفضلة,X
من,X
فضلك,X
ابي,X
اتحدث,X
بالعربية,Language
فيك,X
تعرضلي,X
الطعام,X
المفضل,X
تبعي,X
قدم,X
لي,X
المنيو,X
الاساسي,X
بدي,X
عيد,X
تسجيل,X
رقم,X
موبايلي,X
رقم,X
الحي,X
انا,X
عايزة,X
اشوف,X
الاوردر,X
المعتاد,X
من,X
فضلك,X
ممكن,X
اغير,X
رقم,X
تليفوني,X
ممكن,X
اشوف,X
القائمة,X
المفضلة,X
3,itemnumber
تشيكن,ItemName
سيزر,ItemName
سالاد,ItemName
لو,X
سمحت,X
ارغب,X
في,X
الغاء,X
عنواني,X
شو,X
الخطوة,X
القادمة,X
شكو,X
ماكو,X
اريد,X
تحويل,X
اللغة,X
الى,X
الانجليزية,Language
نقلب,X
على,X
شيء,X
ابعتلي,X
توتال,X
الطلب,X
بتاعي,X
فاضل,X
قد,X
ايه,X
على,X
الاوردر,X
وجبة,PredefinedMealName
بيج,PredefinedMealName
ماك,PredefinedMealName
لارج,ItemSize
معاها,Include
2,itemnumber
بيبسي,ItemName
كان,X
ابي,X
اتحدث,X
مع,X
خدمة,X
العملا,X
يا,X
خيي,X
بدي,X
احذف,X
الماك,ItemName
دينار,ItemName
حياك,X
الله,X
عايزة,X
منيو,X
فطار,X
ماكدونالدز,X
عايز,X
اغير,X
رقم,X
تليفوني,X
01137462288,phone
من,X
فضلك,X
بلغني,X
ب,X
معاد,X
الاوردر,X
بالظبط,X
ابغى,X
بدل,X
رقم,X
جوالي,X
بدي,X
شوف,X
الاوردر,X
من,X
جديد,X
ابكم,X
الشيك,X
بدي,X
احذف,X
هيدا,X
العنوان,X
بليز,X
ابعتلي,X
قائمة,X
الأكل,X
المفضل,X
كيف,X
بسجل,X
العنوان,X
كم,X
الفاتوره,X
الخاصه,X
بمشترياتى,X
بلكي,X
اتكلم,X
عربي,Language
بدي,X
الأكل,X
يلي,X
طلبتوا,X
من,X
قبل,X
حابب,X
اشوف,X
الي,X
طلبته,X
قبل,X
كدا,X
احتاج,X
الى,X
تبديل,X
رقم,X
الموبايل,X
حجم,X
كبير,ItemSize
خليني,X
اتواصل,X
معك,X
بالانجليزية,Language
خاطر,X
على,X
بالى,X
القى,X
نظره,X
على,X
منيوهات,X
المطاعم,X
فى,X
العين,X
عايز,X
احدد,X
عنوان,X
منزلي,X
فرجيني,X
طلبي,X
المفضل,X
بليز,X
عايز,X
اعرف,X
ايه,X
امشكله,X
ابغى,X
اتطلع,X
على,X
طلباتي,X
السابقة,X
عاوز,X
اشوف,X
الطلبات,X
القديمة,X
بدي,X
اطلب,X
اشي,X
اريد,X
الذهاب,X
للخطوة,X
التالية,X
شيل,X
عنوان,X
البيت,X
ابغا,X
المنيو,X
هلا,X
حابة,X
اسأل,X
على,X
حاجة,X
وريني,X
المنيو,X
الرئيسي,X
انا,X
خلصت,X
كل,X
الطلبات,X
لدي,X
عنوان,X
يديد,X
يعطيك,X
العافية,X
بدي,X
غير,X
رقم,X
الجوال,X
من,X
فضلك,X
وريني,X
اوردراتي,X
السابقة,X
ابا,X
مساعدة,X
انا,X
بدي,X
اعرف,X
قديش,X
فاضل,X
وقت,X
كنت,X
عايز,X
اغير,X
العنوان,X
بتاعي,X
هستلم,X
الطلبات,X
في,X
خلال,X
قد,X
ايه,X
ارغب,X
في,X
متابعة,X
الاوردر,X
ممكن,X
اضيف,X
عنوان,X
البيت,X
هاطلب,X
وجبة,itemnumber
التشيكن,ItemName
ستربس,ItemName
بدياك,X
تراجعلي,X
عالأوردر,X
بليز,X
اريدك,X
ترسلي,X
تفاصيل,X
الكارت,X
تبعي,X
خنشوف,X
الاوردر,X
هاضيف,X
رقم,X
هاتفي,X
المحمول,X
اقدر,X
اغير,X
لغة,X
التواصل,X
قائمة,X
الطعام,X
من,X
فضلك,X
عايز,X
الحساب,X
وين,X
الطلب,X
حقى,X
ورينى,X
الاوردر,X
الى,X
طلبته,X
بالرقم,X
20147,OrderNumber
كنت,X
عايز,X
رقم,X
التليفون,X
المسجل,X
تحدث,X
فرنسي,Language
بين,X
لى,X
اكثر,X
ما,X
احب,X
الاوردر,X
هستلمه,X
امتى,X
بدياك,X
تفرجيني,X
قائمة,X
الطلبات,X
السابقة,X
اذا,X
بتريد,X
قد,X
ايه,X
بعد,X
شي,X
وقت,X
تيوصل,X
الاوردر,X
اذا,X
فيك,X
تخليني,X
سجل,X
عنوان,X
البيت,X
ابي,X
حجمها,X
صغير,ItemSize
فيني,X
انتهي,X
من,X
الاوردر,X
عايز,X
اتابع,X
الاوردر,X
201548,OrderNumber
عندي,X
هوشة,X
كان,X
بدي,X
الهابي,ItemName
ميل,ItemName
الثالث,X
ممكن,X
منيو,X
وجبات,X
الأطفال,X
في,X
ماكدونالدز,X
فيني,X
راجع,X
الاوردر,X
تبعي,X
الشيك,X
كام,X
من,X
فضلك,X
فيك,X
تحكي,X
عربي,Language
اذا,X
بتريد,X
ابي,X
الحساب,X
صارلي,X
زمان,X
عطلان,X
بشي,X
5,itemnumber
وجبة,PredefinedMealName
ميجا,PredefinedMealName
ماك,PredefinedMealName
معاها,Include
تيستي,Topping_Include
صوص,Topping_Include
هاطلبها,X
منغير,Exclude
زيتون,Topping_Exclude
عايز,Include
الطبق,X
الجانبي,X
فرايز,Topping_Include
شحالك,X
لو,X
سمحت,X
عايز,X
اغير,X
عنوان,X
البيت,X
لعنوان,X
الشغل,X
الاكل,X
ما,X
وصلش,X
لحد,X
دلوقتي,X
خليني,X
تابع,X
باللغة,X
العربية,Language
ما,X
اجا,X
للحين,X
صار,X
معي,X
رقم,X
تليفون,X
جديد,X
ابغى,X
احدث,X
عنواني,X
الحالي,X
بدي,X
ضيف,X
عنوان,X
يا,X
اخي,X
كنت,X
عايز,X
اسوف,X
اوردري,X
المفضل,X
باقي,X
قديش,X
وقت,X
تا,X
يوصل,X
الاوردر,X
ابا,X
غير,X
رقم,X
الهاتف,X
اذهب,X
للتالي,X
عندكوا,X
تشيكن,ItemName
باربيكيو,ItemName
بيتزا,ItemName
ممكن,X
تعرفنى,X
حاجه,X
ازاي,X
بسجل,X
عنوان,X
البيت,X
فرجيني,X
القائمة,X
الرئيسية,X
صغيرة,ItemSize
كلمني,X
انجليزي,Language
اقدر,X
اسأل,X
على,X
حاجة,X
ممكن,X
تورينى,X
طلب,X
رقمه,X
8547652,OrderNumber
اعرض,X
القائمة,X
المفضلة,X
زود,X
3,itemnumber
اوريجينال,ItemName
انجوس,ItemName
منغير,Exclude
طماطم,Topping_Exclude
لو,X
سمحت,X
ممكن,X
اشوف,X
منيو,X
السندوتشات,X
في,X
برجر,X
كينج,X
فيك,X
تعرضلي,X
منيو,X
المشروبات,X
في,X
ليليز,X
حطلي,X
كمان,X
باكت,ItemName
بطاطس,ItemName
عليها,Include
كاتشب,X
و,X
مايونيز,Topping_Include
ممكن,X
احذف,X
وجبة,ItemName
الميجا,ItemName
ماك,ItemName
عايز,X
اتكلم,X
مع,X
حد,X
اعرضلي,X
المعجنات,MenuName
ابا,X
اعرف,X
الفاتورة,X
كم,X
يا,X
خيي,X
عاوز,X
اشوف,X
منيو,X
المشروبات,X
بستاربكس,X
كنت,X
عايز,X
اطلب,X
وجبة,PredefinedMealName
تشيكن,PredefinedMealName
ماك,PredefinedMealName
ما,X
عم,X
يظبط,X
معي,X
الأوردر,X
الاوردر,X
فاضل,X
عليه,X
اد,X
ايه,X
عايز,X
منيو,X
كشري,X
ابوطارق,X
وسط,X
البلد,X
ابا,X
اسألك,X
عا,X
شي,X
فيني,X
اطلب,X
3,itemnumber
بيتزا,ItemName
كومبو,ItemSize
بدي,X
غير,X
هادي,X
اللغة,X
ممكد,X
اأدد,X
العنوان,X
بتاعي,X
هل,X
يمكن,X
ان,X
اتتبع,X
الاوردر,X
هلأ,X
في,X
شغلة,X
بدي,X
استفسر,X
عنها,X
فيني,X
اسألك,X
عا,X
شي,X
فيك,X
تغيرلي,X
عنوان,X
المنزل,X
عايز,X
اشيل,X
وجبه,X
التشيكن,ItemName
تيندر,ItemName
زود,X
عالأوردر,X
2,itemnumber
وجبة,PredefinedMealName
روديو,PredefinedMealName
بدياك,X
تفرجيني,X
اوردري,X
المفضل,X
بدي,X
حدث,X
الرقم,X
كرمال,X
الاوردر,X
كم,X
ساعة,X
بياخد,X
عايزة,X
احذف,X
عنوان,X
البيت,X
ممكن,X
خطواط,X
اضافة,X
العنوان,X
طلب,X
54512,OrderNumber
هيوصل,X
امتى,X
عايز,X
اتواصل,X
مع,X
ممثل,X
خدمة,X
عملاء,X
تورتيلا,X
كام,X
الفاتورة,X
ممكن,X
اسألك,X
على,X
حاجة,X
انا,X
بدي,X
غير,X
رقم,X
التليوفون,X
عاوز,X
اضيف,X
رقمي,X
الجديد,X
خليني,X
احكي,X
معك,X
بالعربية,Language
بدي,X
شوف,X
انواع,X
البيتزا,MenuName
ابي,X
احذف,X
وجبة,ItemName
التشيكن,ItemName
ستربس,ItemName
وريلي,X
المنيو,X
ابغى,X
اتطلع,X
على,X
طلبى,X
المسجل,X
رقم,X
8746,OrderNumber
يعطيك,X
العافية,X
بدي,X
غير,X
رقمي,X
المسجل,X
عندكون,X
لهيدا,X
الرقم,X
0549141044,phone
ابى,X
التطلع,X
على,X
اوردر,X
عنوانه85475,OrderNumber
ممكن,X
اسأل,X
على,X
حاجات,X
بلكي,X
تعطيني,X
الحساب,X
راجعلي,X
على,X
الاوردر,X
لو,X
سمحت,X
قدم,X
لي,X
الوجبة,X
المفضلة,X
من,X
فضلك,X
شو,X
المرحلة,X
القادمة,X
عايز,X
3,itemnumber
بيتزا,ItemName
بيبرونى,ItemName
حجم,X
صغير,ItemSize
سلامي,X
مدري,X
كيف,X
بسوي,X
الاوردر,X
صرت,X
بدي,X
الغي,X
الماك,ItemName
دينار,ItemName
خليني,X
اغير,X
عنواني,X
هستلمه,X
في,X
خلال,X
قد,X
ايه,X
اقدر,X
اغير,X
العنوان,X
راجع,X
الاوردر,X
لو,X
سمحت,X
الغيلي,X
عنوان,X
البيت,X
بلكي,X
غير,X
عنواني,X
لقد,X
انتهيت,X
عاوز,X
اعرف,X
الاوردر,X
بيوصل,X
في,X
قد,X
ايه,X
وين,X
صار,X
الاوردر,X
عندي,X
مشكلة,X
كبيرة,X
منفضلك,X
عندى,X
استفسار,X
عايزة,X
اعمل,X
اوردر,X
و,X
مش,X
عارفة,X
ابي,X
حجمها,X
وسط,ItemSize
هيدا,X
رقمي,X
الجديد,X
01003267979,phone
داير,X
اغير,X
اللغة,X
هاطلب,X
وجبة,ItemName
الميجا,ItemName
ماك,ItemName
ابغى,X
راجع,X
الاوردر,X
حجي,X
فيك,X
فرجيني,X
قائمة,X
البرجر,MenuName
بليز,X
هاخد,X
3,itemnumber
ساندوتش,ItemName
فول,ItemName
عليهم,Include
طحينة,Topping_Include
كنت,X
عايزة,X
الغي,X
عنواني,X
سادة,X
ارغب,X
في,X
تعديل,X
عنواني,X
فيك,X
تعرضلي,X
الاشيا,X
يلي,X
طلبتها,X
عايزة,X
ابدل,X
رقم,X
التليفون,X
عايز,X
اراجع,X
الطلبات,X
خضار,ItemName
سوتيه,ItemName
داير,X
ببالى,X
السؤال,X
عن,X
كذا,X
شئ,X
خليني,X
تابع,X
الاوردر,X
اذا,X
بتريد,X
ضيفلي,X
على,X
الاوردر,X
2,itemnumber
تشيكن,ItemName
بانيه,ItemName
ساندوتش,ItemName
وسط,ItemSize
معاهم,Include
كاتشب,Topping_Include
ممكن,X
توريني,X
كل,X
الاوردر,X
ازاي,X
بطلب,X
الاوردر,X
هلأ,X
بدي,X
احذف,X
الجراند,ItemName
تشيكن,ItemName
ماعليش,X
نْسْقْسيك,X
داير,X
بخاطرى,X
تحويل,X
اللغه,X
الى,X
اللغه,X
الانكليزيه,Language
عايز,X
اعمل,X
تعديل,X
في,X
عنوان,X
البيت,X
ابا,X
اسجل,X
عنواني,X
ارغب,X
في,X
تغيير,X
عنوان,X
البيت,X
متعرفنى,X
الاوردر,X
بتاعى,X
وصل,X
فين,X
دلوقتى,X
2,itemnumber
فول,ItemName
واحد,X
وسط,X
و,X
واحد,X
كبير,ItemSize
ازاي,X
بسجل,X
العنوان,X
شو,X
بدي,X
سوي,X
الحين,X
بدي,X
سوي,X
تغيير,X
بلغة,X
التواصل,X
بليز,X
هاطلب,X
بيبروني,ItemName
بيتزا,ItemName
لا,X
تواخزني,X
بدي,X
غير,X
رقمي,X
فيك,X
تخبرني,X
قديش,X
باقي,X
من,X
الوقت,X
تايوصل,X
الأوردر,X
الأكل,X
هيخلص,X
في,X
قد,X
ايه,X
هاطلب,X
3,itemnumber
سوبر,ItemName
سوبريم,ItemName
بيتزا,ItemName
من,Exclude
غير,Exclude
هوت,Topping_Exclude
دوج,Topping_Exclude
بلكى,X
ازود,X
2,itemnumber
وجبه,ItemName
التشامبيونز,ItemName
مع,X
الطلب,X
حقى,X
طبق,X
كبير,ItemSize
معليش,X
حبيبي,X
كيف,X
اغير,X
رقم,X
الجوال,X
اريد,X
متابعة,X
الاوردر,X
عايز,X
اغير,X
العنوان,X
خليني,X
اتكلم,X
مع,X
حد,X
من,X
خدمة,X
العملاء,X
ايش,X
الحل,X
الي,X
بتقدموه,X
ابقى,X
اضيف,X
رقم,X
ارضي,X
ممكن,X
اتكلم,X
مع,X
حد,X
من,X
خدمة,X
العملاء,X
ممكن,X
توريني,X
قائمة,X
المقبلات,MenuName
ابغا,X
اشوف,X
حسابك,X
منفضلك,X
هسجل,X
عنواني,X
ماني,Exclude
عايز,Exclude
جبنة,Topping_Exclude
تقدر,X
تفيدني,X
في,X
كيفية,X
تحديث,X
رقم,X
الموبايل,X
اذا,X
ما,X
عليك,X
امر,X
تغيرلي,X
رقم,X
الجوال,X
عايزة,X
اتابع,X
اوردر,X
رقم,X
545415,OrderNumber
الحادي,X
عشر,X
محتاج,X
ساندويتش,ItemName
زنجر,ItemName
من,Exclude
غير,Exclude
كاتشب,Topping_Exclude
ابغى,X
احدث,X
العنوان,X
حجي,X
عاوز,X
اشوف,X
قائمة,X
الطعام,X
المفضل,X
2,itemnumber
ساندوتش,ItemName
لحمة,ItemName
صاج,ItemSize
وزود,Include
تومية,Topping_Include
زود,X
4,itemnumber
سمك,ItemName
فيليه,ItemName
بالفرن,ItemName
واحدة,itemnumber
تشيكن,PredefinedMealName
رانش,PredefinedMealName
هلا,X
بك,X
خليني,X
اشيل,X
وجبة,ItemName
الميجا,ItemName
امتى,X
راح,X
يوصل,X
الاوردر,X
ابغى,X
اشوف,X
الطلبات,X
السابقى,X
حقي,X
عايز,X
اسجل,X
عنوان,X
شقتي,X
شحال,X
الحساب,X
احضرلي,X
طبق,ItemName
مكرونة,ItemName
مع,Include
الصوص,Topping_Include
الابيض,Topping_Include
عنواني,X
الجديد,X
خليني,X
ضيف,X
العنوان,X
عايز,X
اضيف,X
الوجبة,ItemName
العائلية,ItemName
خليني,X
انتقل,X
لقائمتي,X
المفضلة,X
ايه,X
الأكل,X
الي,X
موجود,X
عاوز,X
اشوف,X
الاوردر,X
المفضل,X
داير,X
راجع,X
عالطلبات,X
عايز,X
فطيرة,ItemName
مكس,ItemName
جبن,ItemName
فاين,X
الاوردر,X
داير,X
احاسب,X
فيك,X
تزودني,X
بالطلبات,X
المفضلة,X
حجي,X
بدى,X
اطلع,X
على,X
مكان,X
الاوردر,X
المعنون,X
برقم,X
9556,OrderNumber
عايز,X
2,itemnumber
بيتزا,ItemName
مارجريتا,ItemName
حجم,X
متوسط,ItemSize
عايز,X
احذف,X
وجبة,ItemName
الميجا,ItemName
ماك,ItemName
باقي,X
وقت,X
اد,X
ايه,X
رايد,X
5,itemnumber
شاورما,ItemName
وزود,Include
مايونيز,Topping_Include
انا,X
فى,X
حاجه,X
لمراجعه,X
الاوردرات,X
معكم,X
بعد,X
اذنك,X
عايزة,X
حجمهم,X
كبار,ItemSize
عايز,X
اكلم,X
حد,X
من,X
خدمه,X
العملاء,X
راجعلي,X
على,X
الطلبات,X
لو,X
سمحت,X
هدي,X
رقمي,X
الجديد,X
ابي,X
اعرف,X
شوية,X
اشيا,X
